productId	gender	description	imageURL1	imageURL2	imageURL3	imageURL4	name	productType	pattern	productIdentifier
7796871	Women	"Collaboration with Gigi Hadid;Printed silk;V-neck;Laddered detailing;Regular fit - true to size;Machine wash;100% Silk;Our model wears a UK 6/EU 34/US 2 and is 178cm/5'10\ tall;"""	images.asos-media.com/products/tommy-hilfiger-gigi-hadid-printed-silk-dress/7796871-1-multi	images.asos-media.com/products/tommy-hilfiger-gigi-hadid-printed-silk-dress/7796871-2	images.asos-media.com/products/tommy-hilfiger-gigi-hadid-printed-silk-dress/7796871-3	images.asos-media.com/products/tommy-hilfiger-gigi-hadid-printed-silk-dress/7796871-4	Tommy Hilfiger Gigi Hadid Printed Silk Dress	Dresses	Graphic	f54dea454478b4481e533c8742f4498f
7229903	Women	"Mesh fabric;Mini-length lining;V-neckline;Eyelash lace trim;Devore floral detail;Thigh split;Cross-back adjustable straps;Zip-back fastening;Machine wash;71% Viscose, 29% Polyester;Our model wears a UK 8/EU 34/US 4 and is 173cm/5'8\ tall;"""	images.asos-media.com/products/river-island-floral-jacquard-cami-midi-dress/7229903-1-reddevore	images.asos-media.com/products/river-island-floral-jacquard-cami-midi-dress/7229903-2	images.asos-media.com/products/river-island-floral-jacquard-cami-midi-dress/7229903-3	images.asos-media.com/products/river-island-floral-jacquard-cami-midi-dress/7229903-4	River Island Floral Jacquard Cami Midi Dress	Dresses	Floral	55617668c624d02e48ab7f1fe2067eea
4443193	Women	"Lightweight, soft-touch crisp fabric;All-over floral print;Peter pan collar;Zip back fastening;Regular fit - true to size;Machine wash;100% Cotton;Our model wears a UK 8/EU 36/US 4 and is 170cm/5'7\ tall;"""	images.asos-media.com/products/asos-reclaimed-vintage-cluster-floral-collar-dress/4443193-1-multi	images.asos-media.com/products/asos-reclaimed-vintage-cluster-floral-collar-dress/4443193-2	images.asos-media.com/products/asos-reclaimed-vintage-cluster-floral-collar-dress/4443193-3	images.asos-media.com/products/asos-reclaimed-vintage-cluster-floral-collar-dress/4443193-4	ASOS Reclaimed Vintage Cluster Floral Collar Dress	Dresses	Floral	d9d0b8d9b9418b9b02c68b22c9f96e37
3768324	Women	Made from a breathable woven fabric;Crew neckline;Fitted waistband;Gathered, waterfall skirt;Scooped, zip back;Kick split to reverse;Regular fit;	images.asos-media.com/products/asos-pencil-dress-in-spot-with-waterfall-skirt/3768324-1-navyprint	images.asos-media.com/products/asos-pencil-dress-in-spot-with-waterfall-skirt/3768324-1-redprint	images.asos-media.com/products/asos-pencil-dress-in-spot-with-waterfall-skirt/3768324-1-blackprint	images.asos-media.com/products/asos-pencil-dress-in-spot-with-waterfall-skirt/3768324-2	ASOS Pencil Dress In Spot With Waterfall Skirt	Dresses	Spot	514e29bff1901df7193656f72cda1956
4882998	Women	"Lightweight, woven fabric;All over print;Point collar;Buttoned fastening;Curved hem;Regular fit - true to size;Machine wash;100% Polyester;Our model wears a UK 8/EU 36/US 4 and is 168cm/5'6\ tall;"""	images.asos-media.com/products/warehouse-aztec-printed-shirt-dress/4882998-1-multi	images.asos-media.com/products/warehouse-aztec-printed-shirt-dress/4882998-2	images.asos-media.com/products/warehouse-aztec-printed-shirt-dress/4882998-3	images.asos-media.com/products/warehouse-aztec-printed-shirt-dress/4882998-4	Warehouse Aztec Printed Shirt Dress	Dresses	Graphic	4fb64cd01cf5cf0549466aef62446658
6631552	Women	"Soft-touch woven fabric;Off-shoulder bardot neckline;Cropped overlay;All-over floral print;Zip-back closure;Regular fit - true to size;Machine wash;100% Polyester;Our model wears a UK 8/EU 36/US 4 and is 178cm/5'10\ tall;"""	images.asos-media.com/products/asos-soft-off-the-shoulder-bardot-midi-prom-dress-in-oversized-florals/6631552-1-multi	images.asos-media.com/products/asos-soft-off-the-shoulder-bardot-midi-prom-dress-in-oversized-florals/6631552-2	images.asos-media.com/products/asos-soft-off-the-shoulder-bardot-midi-prom-dress-in-oversized-florals/6631552-3	images.asos-media.com/products/asos-soft-off-the-shoulder-bardot-midi-prom-dress-in-oversized-florals/6631552-4	ASOS Soft Off The Shoulder Bardot Midi Prom Dress In Oversized Florals	Dresses	Floral	df44a6c7c77816e37800e6c9fadc2aac
7111704	Women	"Textured woven fabric;High neckline;All-over check print;Swing style;Loose fit - falls loosely over the body;Machine wash;65% Cotton, 35% Viscose;Our model wears a UK S/EU S/US XS and is 173cm/5'8\ tall;Exclusive to ASOS;"""	images.asos-media.com/products/milk-it-vintage-high-neck-swing-dress-in-tartan/7111704-1-blacktartan	images.asos-media.com/products/milk-it-vintage-high-neck-swing-dress-in-tartan/7111704-2	images.asos-media.com/products/milk-it-vintage-high-neck-swing-dress-in-tartan/7111704-3	images.asos-media.com/products/milk-it-vintage-high-neck-swing-dress-in-tartan/7111704-4	Milk It Vintage High Neck Swing Dress In Tartan	Dresses	Check	c999f8e6aec1269ad018d5d0aa44cc6d
6030590	Women	Lightweight woven fabric;Boho styling;Deep v-neckline;Cold-shoulder design;Sheer lace inserts;Relaxed fit;Hand wash;100% Polyester;Our model wears a UK 8/EU 36/US 4;	images.asos-media.com/products/glamorous-petite-embroidered-swing-dress-with-crochet-insert/6030590-1-white	images.asos-media.com/products/glamorous-petite-embroidered-swing-dress-with-crochet-insert/6030590-2	images.asos-media.com/products/glamorous-petite-embroidered-swing-dress-with-crochet-insert/6030590-3	images.asos-media.com/products/glamorous-petite-embroidered-swing-dress-with-crochet-insert/6030590-4	Glamorous Petite Embroidered Swing Dress With Crochet Insert	Dresses	Embroidered	f148cc8bc6dcbfea554b249bfe6390e4
6314690	Women	Lined mesh;Embroidered top;High neckline;Plunge bodice;Lightly padded cups;Side zip fastening;Thigh split;Button keyhole back;Regular fit - true to size;Hand wash;100% Polyester;Our model wears a UK 8/EU 36/US 4;Exclusive to ASOS;	images.asos-media.com/products/chi-chi-london-petite-floral-bust-maxi-dress-with-thigh-split/6314690-1-paleblue	images.asos-media.com/products/chi-chi-london-petite-floral-bust-maxi-dress-with-thigh-split/6314690-2	images.asos-media.com/products/chi-chi-london-petite-floral-bust-maxi-dress-with-thigh-split/6314690-3	images.asos-media.com/products/chi-chi-london-petite-floral-bust-maxi-dress-with-thigh-split/6314690-4	Chi-Chi London Petite Floral Bust Maxi Dress With Thigh Split	Dresses	Floral	a030566de24595ad51c43b7092b4f514
5059806	Women	Silky, stretch knit;Round neckline;Zip back fastening;Deep V-back;Slim fit - cut closely to the body;Machine wash;95% Polyester, 5% Spandex;Our model wears a UK 8/EU 36/US 4;Exclusive to ASOS;	images.asos-media.com/products/tiger-mist-petite-aztec-mini-dress/5059806-1-multi	images.asos-media.com/products/tiger-mist-petite-aztec-mini-dress/5059806-2	images.asos-media.com/products/tiger-mist-petite-aztec-mini-dress/5059806-3	images.asos-media.com/products/tiger-mist-petite-aztec-mini-dress/5059806-4	Tiger Mist Petite Aztec Mini Dress	Dresses	Graphic	41776db5722b10870a6d07e1e1a0d434
3462704	Women	Made from a soft, easy-care stretch jersey fabric;Boat neckline;Bodycon fit;	images.asos-media.com/products/new-look-floral-print-mini-dress/3462704-1-blackpatt	images.asos-media.com/products/new-look-floral-print-mini-dress/3462704-2	images.asos-media.com/products/new-look-floral-print-mini-dress/3462704-3	images.asos-media.com/products/new-look-floral-print-mini-dress/3462704-4	New Look Floral Print Mini Dress	Dresses	Floral	d74f0e71ab02fe06f0490ced1683d178
6936245	Women	"Printed knitted fabric;V-neckline through to back;Pleated skirt;Self-tie back detail;Regular fit - true to size;Machine wash;100% Polyester;Our model wears a UK 8/EU 36/US 4 and is 171cm/5'7.5\ tall;"""	images.asos-media.com/products/asos-midi-dress-with-pleats-in-floral-print/6936245-1-mutli	images.asos-media.com/products/asos-midi-dress-with-pleats-in-floral-print/6936245-2	images.asos-media.com/products/asos-midi-dress-with-pleats-in-floral-print/6936245-3	images.asos-media.com/products/asos-midi-dress-with-pleats-in-floral-print/6936245-4	ASOS Midi Dress with Pleats in Floral Print	Dresses	Floral	547f702ba0aac25c1e4480191deb8a6a
3474872	Women	Designed to fit through all stages of pregnancy;Made from a woven poly fabric;Crew neckline;Bead and sequin embellished top;Empire line designed to skim over your bump;Fluid skirt with gentle pleating;Zip back fastening;Regular fit;	images.asos-media.com/products/asos-maternity-exclusive-embellished-midi-dress/3474872-1-navy	images.asos-media.com/products/asos-maternity-exclusive-embellished-midi-dress/3474872-2	images.asos-media.com/products/asos-maternity-exclusive-embellished-midi-dress/3474872-3	images.asos-media.com/products/asos-maternity-exclusive-embellished-midi-dress/3474872-4	ASOS Maternity Exclusive Embellished Midi Dress	Dresses	Embellished	3b49cf9babfd6df6fc63920680bb3b7e
6673967	Women	"Unlined lightweight woven fabric;Peter pan collar with tie fastening;All-over ditsy floral print;Shirred stretch yoke;Regular fit - true to size;Hand wash;100% Viscose;Our model wears a UK S/EU S/US XS and is 174cm/5'8.5\ tall;"""	images.asos-media.com/products/motel-smock-dress-with-ribbon-tie-neck-in-ditsy-floral/6673967-1-multi	images.asos-media.com/products/motel-smock-dress-with-ribbon-tie-neck-in-ditsy-floral/6673967-2	images.asos-media.com/products/motel-smock-dress-with-ribbon-tie-neck-in-ditsy-floral/6673967-3	images.asos-media.com/products/motel-smock-dress-with-ribbon-tie-neck-in-ditsy-floral/6673967-4	Motel Smock Dress With Ribbon Tie Neck In Ditsy Floral	Dresses	Floral	578a50ea67e1b50d19e4b43b07b00f7b
6052337	Women	"Stretch jersey;Round neckline;Fit and flare shape;Pull-on design;Regular fit - true to size;Machine wash;96% Cotton, 4% Elastane;Our model wears a UK 8/EU 36/US 4 and is 169cm/5'6.5\ tall;"""	images.asos-media.com/products/jack-wills-striped-jersey-skater-dress/6052337-1-navywhite	images.asos-media.com/products/jack-wills-striped-jersey-skater-dress/6052337-2	images.asos-media.com/products/jack-wills-striped-jersey-skater-dress/6052337-3	images.asos-media.com/products/jack-wills-striped-jersey-skater-dress/6052337-4	Jack Wills Striped Jersey Skater Dress	Dresses	Stripe	1c11bb6c3f28eae8cb63ce1f6ecca1c6
4060981	Women	Made from a soft touch jersey fabric;Round neckline;Gentle pleating from waist;Relaxed, smock style;Regular fit;	images.asos-media.com/products/asos-curve-leaping-tiger-smock-dress/4060981-1-multi	images.asos-media.com/products/asos-curve-leaping-tiger-smock-dress/4060981-2	images.asos-media.com/products/asos-curve-leaping-tiger-smock-dress/4060981-3	images.asos-media.com/products/asos-curve-leaping-tiger-smock-dress/4060981-4	ASOS CURVE Leaping Tiger Smock Dress	Dresses	Animal	a88715bfcaada05f6f6743da82d07581
6620068	Women	"Lightweight woven fabric;Textured finish;Plunge neckline;Front button placket;Sheer lace sleeves and back panel;Wide-cut cuffs;Smock shape;Loose fit - falls loosely over the body;Hand wash;95% Rayon, 5% Polyester;Our model wears a UK S/EU S/US XS and is 170cm/5'7\ tall;"""	images.asos-media.com/products/kiss-the-sky-button-front-smock-dress-with-lace-panels/6620068-1-cream	images.asos-media.com/products/kiss-the-sky-button-front-smock-dress-with-lace-panels/6620068-2	images.asos-media.com/products/kiss-the-sky-button-front-smock-dress-with-lace-panels/6620068-3	images.asos-media.com/products/kiss-the-sky-button-front-smock-dress-with-lace-panels/6620068-4	Kiss The Sky Button Front Smock Dress With Lace Panels	Dresses	Embroidered	31ebcbedfa07cb936fc7f3fdb59a5dbb
7674848	Women	"Smooth woven fabric;V-neck;Ladder-lace detail;Floral pattern;Regular fit - true to size;Machine wash;100% Polyester;Our model wears a UK 18/EU 46/US 14 and is 180cm/5'11\ tall;"""	images.asos-media.com/products/boohoo-plus-floral-tea-dress-with-ladder-trim/7674848-1-multi	images.asos-media.com/products/boohoo-plus-floral-tea-dress-with-ladder-trim/7674848-2	images.asos-media.com/products/boohoo-plus-floral-tea-dress-with-ladder-trim/7674848-3	images.asos-media.com/products/boohoo-plus-floral-tea-dress-with-ladder-trim/7674848-4	Boohoo Plus Floral Tea Dress with Ladder Trim	Dresses	Floral	1fc654eea09ffface71178cb99ea71d0
3918430	Women	Made from a soft touch fabric blend;Crew neckline;Contrast mesh inserts;Kick split to reverse;Regular fit;	images.asos-media.com/products/karen-millen-signature-bodycon-dress-in-floral-print/3918430-1-multi	images.asos-media.com/products/karen-millen-signature-bodycon-dress-in-floral-print/3918430-2	images.asos-media.com/products/karen-millen-signature-bodycon-dress-in-floral-print/3918430-3	images.asos-media.com/products/karen-millen-signature-bodycon-dress-in-floral-print/3918430-4	Karen Millen Signature Bodycon Dress in Floral Print	Dresses	Floral	afe43b2eeb3c92811287976517079098
3830181	Women	Made from a soft woven fabric;High neckline;Halterneck design;Floral print;Regular fit;	images.asos-media.com/products/asos-sundress-with-high-neck-in-floral-print/3830181-1-print	images.asos-media.com/products/asos-sundress-with-high-neck-in-floral-print/3830181-2	images.asos-media.com/products/asos-sundress-with-high-neck-in-floral-print/3830181-3	images.asos-media.com/products/asos-sundress-with-high-neck-in-floral-print/3830181-4	ASOS Sundress With High Neck In Floral Print	Dresses	Floral	f382e04849eedff30896c118c2dd24f2
4272802	Women	Made from a woven poly fabric;Scoop v-neckline;Spaghetti straps;Printed design;Regular fit;	images.asos-media.com/products/mango-printed-blue-maxi-dress/4272802-1-blue	images.asos-media.com/products/mango-printed-blue-maxi-dress/4272802-2	images.asos-media.com/products/mango-printed-blue-maxi-dress/4272802-3	images.asos-media.com/products/mango-printed-blue-maxi-dress/4272802-4	Mango Printed Blue Maxi Dress	Dresses	Graphic	0f11ef17486b49d3bc2193928a5d8707
7362509	Women	"Smooth stretch fabric;Crew neck;All-over floral print;Close-cut bodycon fit;Designed to fit through all stages of pregnancy;Machine wash;96% Polyester, 4% Elastane;Our model wears a UK 10/EU 38/US 6 and is 180cm/5'11\ tall;Exclusive to ASOS;"""	images.asos-media.com/products/bluebelle-maternity-floral-print-bodycon-dress/7362509-1-multi	images.asos-media.com/products/bluebelle-maternity-floral-print-bodycon-dress/7362509-2	images.asos-media.com/products/bluebelle-maternity-floral-print-bodycon-dress/7362509-3	images.asos-media.com/products/bluebelle-maternity-floral-print-bodycon-dress/7362509-4	Bluebelle Maternity Floral Print Bodycon Dress	Dresses	Floral	8f11f028b19e5bb3b2cb2aab2e6d6df0
7327062	Women	"Smooth woven fabric;Contains stretch for comfort;One-shoulder design;Zip-back fastening;Slim fit - cut close to the body;Machine wash;93% Polyester, 7% Elastane;Our model wears a UK 8/EU 36/US 4 and is 175cm/5'9\ tall;"""	images.asos-media.com/products/asos-tapestry-floral-bow-one-shoulder-midi-dress/7327062-1-multi	images.asos-media.com/products/asos-tapestry-floral-bow-one-shoulder-midi-dress/7327062-2	images.asos-media.com/products/asos-tapestry-floral-bow-one-shoulder-midi-dress/7327062-3	images.asos-media.com/products/asos-tapestry-floral-bow-one-shoulder-midi-dress/7327062-4	ASOS Tapestry Floral Bow One Shoulder Midi Dress	Dresses	Floral	265846abc9ece8293b2fd888f2feadc9
7196593	Women	"Super soft-touch silky-feel fabric;Lightweight finish;Point collar;Button placket;Embroidered detail to reverse;Side splits;Regular fit - true to size;Machine wash;100% Polyester;Our model wears a UK 8/EU 36/US 4 and is 162cm/5'3.5\ tall;Exclusive to ASOS;"""	images.asos-media.com/products/young-bohemians-silky-shirt-dress-with-delicate-embroidered-back-panel/7196593-1-khaki	images.asos-media.com/products/young-bohemians-silky-shirt-dress-with-delicate-embroidered-back-panel/7196593-2	images.asos-media.com/products/young-bohemians-silky-shirt-dress-with-delicate-embroidered-back-panel/7196593-3	images.asos-media.com/products/young-bohemians-silky-shirt-dress-with-delicate-embroidered-back-panel/7196593-4	Young Bohemians Silky Shirt Dress With Delicate Embroidered Back Panel	Dresses	Stripe	4d17aa24ac8082c2058d74ca59892f27
6314807	Women	Lined mesh;Embroidered top;High neckline;Plunge bodice;Lightly padded cups;Side zip fastening;Thigh split;Button keyhole back;Regular fit - true to size;Hand wash;100% Polyester;Our model wears a UK 8/EU 36/US 4;Exclusive to ASOS;	images.asos-media.com/products/chi-chi-london-petite-floral-bust-maxi-dress-with-thigh-split/6314807-1-blush	images.asos-media.com/products/chi-chi-london-petite-floral-bust-maxi-dress-with-thigh-split/6314807-2	images.asos-media.com/products/chi-chi-london-petite-floral-bust-maxi-dress-with-thigh-split/6314807-3	images.asos-media.com/products/chi-chi-london-petite-floral-bust-maxi-dress-with-thigh-split/6314807-4	Chi-Chi London Petite Floral Bust Maxi Dress With Thigh Split	Dresses	Floral	eeb85555afc46418ff1dd8eeb458d23f
7184750	Women	"Lightly-textured woven fabric;Fully lined;Crew neck;Embroidered design;Lace sleeve trims;Zip-back fastening with hook and eye closure;Regular fit - true to size;Hand wash;100% Polyester;Our model wears a UK 8/EU 36/US 4 and is 178cm/5'10\ tall;"""	images.asos-media.com/products/asos-premium-midi-skater-dress-with-floral-embroidery/7184750-1-black	images.asos-media.com/products/asos-premium-midi-skater-dress-with-floral-embroidery/7184750-2	images.asos-media.com/products/asos-premium-midi-skater-dress-with-floral-embroidery/7184750-3	images.asos-media.com/products/asos-premium-midi-skater-dress-with-floral-embroidery/7184750-4	ASOS PREMIUM Midi Skater Dress with Floral Embroidery	Dresses	Embroidered	552c7641d25cf2e423998eb18ab18030
4204559	Women	"Lightweight chiffon fabric;V-neckline;Beaded embellishment;Curved hem with split;Zip back closre;Regular fit - true to size;Dry clean;Our model wears a UK 8/EU 36/US 4 and is 175cm/5'9\ tall;"""	images.asos-media.com/products/virgos-lounge-julisa-midi-dress-with-wrap-front-and-embellished-shoulder/4204559-1-black	images.asos-media.com/products/virgos-lounge-julisa-midi-dress-with-wrap-front-and-embellished-shoulder/4204559-2	images.asos-media.com/products/virgos-lounge-julisa-midi-dress-with-wrap-front-and-embellished-shoulder/4204559-3	images.asos-media.com/products/virgos-lounge-julisa-midi-dress-with-wrap-front-and-embellished-shoulder/4204559-4	Virgos Lounge Julisa Midi Dress With Wrap Front and Embellished Shoulder	Dresses	Embellished	3f26f59dce577dd0b8014d5c84146ec3
4358869	Women	Made from a cotton blend fabric;Stripe design with slogan print;V-neck;Short sleeves;Relaxed fit;	images.asos-media.com/products/zoe-karssen-oversized-sporty-t-shirt-dress-with-amour-print/4358869-1-red	images.asos-media.com/products/zoe-karssen-oversized-sporty-t-shirt-dress-with-amour-print/4358869-2	images.asos-media.com/products/zoe-karssen-oversized-sporty-t-shirt-dress-with-amour-print/4358869-3	images.asos-media.com/products/zoe-karssen-oversized-sporty-t-shirt-dress-with-amour-print/4358869-4	Zoe Karssen Oversized Sporty T-Shirt Dress With Amour Print	Dresses	Graphic	1dbb69146727c6d27c7ca3e0638b7861
3859529	Women	Made from a delicate chiffon fabric;V-shaped neckline with thin straps;Semi-sheer pleated skirt;Concealed zip fastening to reverse;Regular fit;	images.asos-media.com/products/religion-printed-olsen-dress/3859529-1-blue	images.asos-media.com/products/religion-printed-olsen-dress/3859529-2	images.asos-media.com/products/religion-printed-olsen-dress/3859529-3	images.asos-media.com/products/religion-printed-olsen-dress/3859529-4	Religion Printed Olsen Dress	Dresses	Graphic	e67db8e954a4728abe65484f06a7d5f9
6134648	Women	Soft-touch woven cotton;Scoop neckline;Cut-out back;Zip back;Regular fit - true to size;Machine wash;100% Cotton;Our model wears a UK 8/EU 36/US 4;Exclusive to ASOS;	images.asos-media.com/products/glamorous-petite-candy-stripe-skater-dress-with-cut-out-back/6134648-1-multi	images.asos-media.com/products/glamorous-petite-candy-stripe-skater-dress-with-cut-out-back/6134648-2	images.asos-media.com/products/glamorous-petite-candy-stripe-skater-dress-with-cut-out-back/6134648-3	images.asos-media.com/products/glamorous-petite-candy-stripe-skater-dress-with-cut-out-back/6134648-4	Glamorous Petite Candy Stripe Skater Dress With Cut Out Back	Dresses	Stripe	7c2af6c0b414e3c5124bb350b6a5ab1c
4967073	Women	"Lightweight woven fabric;Lace inserts with contrast lining;Round neckline;Zip back fastening;Split hem;Close cut bodycon fit;Machine wash;60% Cotton, 37% Nylon, 3% Elastane;Our model wears a UK 8/EU 36/US 4 and is 180cm/5'11\ tall;"""	images.asos-media.com/products/paper-dolls-tall-striped-lace-bodycon-dress/4967073-1-black	images.asos-media.com/products/paper-dolls-tall-striped-lace-bodycon-dress/4967073-2	images.asos-media.com/products/paper-dolls-tall-striped-lace-bodycon-dress/4967073-3	images.asos-media.com/products/paper-dolls-tall-striped-lace-bodycon-dress/4967073-4	Paper Dolls Tall Striped Lace Bodycon Dress	Dresses	Stripe	1717d20a9fc4878d77997c2146a55191
4902643	Women	"Smooth silky fabric;Soft triangle cups;Adjustable straps;Self-tie fastening to reverse;Open back;Regular fit - true to size;Hand wash;100% Polyester;Our model wears a UK S/ EU S/ US XS and is 175cm/5'9\ tall;"""	images.asos-media.com/products/the-jetset-diaries-poseidon-dress-in-tile-print/4902643-1-tileprint	images.asos-media.com/products/the-jetset-diaries-poseidon-dress-in-tile-print/4902643-2	images.asos-media.com/products/the-jetset-diaries-poseidon-dress-in-tile-print/4902643-3	images.asos-media.com/products/the-jetset-diaries-poseidon-dress-in-tile-print/4902643-4	The Jetset Diaries Poseidon Dress in Tile Print	Dresses	Graphic	35e94b4b1a556d6f755553ed6d9f25fc
